,y_test,y_pred
12138,137098,128789.07772486772
8892,316156,287397.4729995347
9335,452299,477033.1666666667
8928,291277,282091.9643752138
354,64704,65822.85555555555
7044,245235,215904.7771442351
2705,478329,470487.0815912977
7952,316809,319597.1904761905
8462,78807,82979.75559440558
5642,473635,504178.7322222223
12887,264568,264816.36666666664
11511,64880,63858.87936507937
11778,54736,54662.0
1691,273808,276147.68146491225
9469,285742,285725.42083333334
10111,296092,329519.01999999996
560,279484,265136.13333333336
9749,387159,380593.36666666664
3198,225440,231929.97612066724
4467,418115,418993.27765720454
4311,209016,182508.44714053607
8057,512942,498164.9142424243
4727,220041,223372.7645393506
5715,619883,634160.5842543078
5450,111170,116350.50089225589
3366,98976,105974.71075048733
2196,154509,169191.18676154883
2349,292750,358267.99083222967
12087,70958,72727.36666666667
6850,258118,273013.5328516627
9656,144182,143831.93333333332
2813,189793,193478.54893760083
9353,92090,89884.25072463768
12837,218657,220171.25915239047
3351,82417,90318.88346708847
8075,605763,571674.9459062283
1685,260714,266925.6618299917
7439,212423,210120.39917286253
7428,207741,208892.4372522636
13074,180356,180852.5
10301,124003,133167.31434988783
156,471861,436600.6057264957
6860,312790,343835.3422354298
8964,367789,391969.84887166193
5902,736741,763240.9723400674
1390,290683,293296.8582471819
7757,285106,267786.8324482445
5253,224167,218455.73948402877
2414,82352,79583.23960946813
13146,191964,191448.0240085022
7829,413867,413208.8486480039
5151,84064,85985.7932618287
6285,491205,486439.08731063374
9590,602144,529841.4333333333
7086,312700,297929.589351381
6972,111213,105650.64052068302
12069,59081,59910.4
6967,105517,103587.23958994709
8049,474164,406954.3533729113
953,83334,106373.31928632256
2751,92143,94881.89587991891
10945,89616,89175.58666666667
8375,445190,444988.8914075146
4112,321504,309505.18597020087
956,85021,105937.15754273282
1968,521992,495776.4657166907
7907,230973,224880.4006084656
7806,416712,401561.7974067201
7138,318602,315264.8855906104
12213,175528,173161.9
12857,227861,225064.84941460643
5147,78300,83160.5056314609
13,93357,100443.35932576943
5170,101169,97915.37430928754
3354,83176,66530.8
13035,118717,129248.315
8157,73822,77594.16561327562
1447,429921,460288.74172671145
6581,512536,505352.14958762686
7807,421816,416780.9312656085
4552,76927,82503.41363597002
3101,148484,163883.5300614576
2527,246591,256612.79770693323
11571,141382,141745.7983333333
524,173720,178401.57777777777
3530,334253,331069.0215495452
1839,157898,128367.62874784388
11991,167862,165359.2
4965,238868,234782.96940149603
134,325106,321522.3027350427
13099,212666,202955.40555555554
1192,339218,395171.49864651007
1225,77991,76821.80887651195
11221,59846,58323.46666666667
8334,315641,320348.4650684182
9207,196298,212910.0130812813
12895,286452,276868.4666666667
11821,76019,80007.21349206349
10933,71768,67151.14626984127
5080,407913,396231.8084842794
10823,130376,129022.75833333333
1135,236204,258976.20505698008
2476,158829,141326.7054857828
1111,200116,203193.51487692664
1256,106089,114597.84118481663
4869,102042,99468.13269744192
9904,1109054,1029266.4183333333
7973,361508,324258.85890646785
4852,86571,86816.00809974661
7515,361585,379629.56242941663
12113,95568,93090.81333333334
2870,254573,242948.82991966658
2490,177919,162137.07378099544
2583,268788,283543.8812032488
8467,85649,82574.6867055167
2636,364514,381276.3302744885
6340,72306,69155.09953569305
398,138195,147977.0466666667
7292,86723,108494.23344391445
3909,713365,708423.5981972688
3211,230915,236171.91055909125
12447,208941,207618.98333333334
13004,78979,78088.2523809524
8536,190809,199414.51216626132
6324,490852,480523.1624942929
12664,65927,65646.2738888889
9166,199861,203583.9662978899
7805,419148,409543.9881324173
1093,200647,201023.33238732285
6859,301437,343835.3422354298
11400,151334,151810.21111111113
5318,266789,257131.86162948998
10745,113852,114033.07301587303
9780,448641,442825.5
12233,195063,191605.6626452785
4749,238220,289150.0497177085
4809,367019,390009.2279431727
4411,300839,295159.6018519623
12127,110583,107792.24253968253
13487,203346,201675.0
2927,254952,242472.62043451416
9325,429418,431731.54267352144
10154,390038,393777.73333333334
2706,475304,523991.4046438746
11193,48462,48596.13333333333
10816,124169,124898.73333333334
4768,294484,326584.9587191342
5040,261561,273745.28011938673
4689,204414,208473.16215082852
8998,458312,449149.2254713764
4449,338070,430194.5222477513
10789,121512,124688.26666666666
2203,177880,194643.04099110668
13269,54931,55602.8
8439,70125,72880.65545407888
1900,332036,278077.7108585859
10408,231587,233807.86666666667
11598,157244,152376.66666666666
7966,335319,306211.8333333333
6047,89015,87042.13333333333
6804,213894,229337.01440388503
2165,104762,104938.2027225818
3893,742878,658836.0392770496
2077,864580,811297.0905582658
346,62005,61400.22222222222
13264,53822,54722.23333333333
2733,75934,74727.62297214288
13210,236288,236414.23333333334
8336,311460,309640.70103402657
9822,594354,620753.9444444444
12100,78190,81216.16666666667
5410,401033,398095.55606469355
4019,217976,222104.2724485345
880,538120,535550.3692472342
8855,226089,222301.7542940685
10553,40722,41475.03333333333
11576,140814,141125.25
2244,209865,229519.50606471254
5455,118041,115456.63255892256
8597,240818,233561.35911271846
11471,49019,50032.01666666667
12861,225865,222500.19485344863
1051,205848,201822.9482142857
6869,343255,424161.65562866733
3249,311769,322141.9248183035
442,170091,173030.1
8228,190828,180200.8915185185
5482,170172,155998.87187729738
5696,670683,656304.6858619086
4582,102533,137606.36753420474
3057,82748,87272.67956256981
8204,153285,140167.53836982214
225,527374,606732.4375
10161,421121,436217.8333333333
12190,195405,198763.22111111114
4789,351822,390956.45461376355
7611,147292,138080.3083352906
9881,922584,1006057.7111111111
13309,75630,77366.43125
13463,178406,177899.97315592907
4305,186779,181238.45444444442
11773,53806,53841.46666666667
1005,168190,166159.21904761903
6605,510284,500564.78042209806
12608,470854,464397.04777777777
954,84267,111434.20780596454
9816,575113,542267.3333333334
2829,212749,210065.89913968975
5491,199567,191121.221650046
9950,79906,80066.63333333333
9289,411148,435784.0542960438
4896,139011,150501.4406188256
1977,451643,456959.04996031744
5663,605026,633684.9439521928
7170,429907,423525.0556396871
7720,264967,253319.81500357404
5203,161880,150066.41493499093
7996,405966,364190.0191757317
8837,208038,200683.17037037032
8358,376014,370634.6468783068
4786,354492,376132.1286185986
2073,799226,839309.6537301588
3756,409231,312690.6552054219
7737,258463,261740.89321102638
978,111829,131452.31063492064
7181,487335,493028.5591162137
12928,327091,324370.60333333333
12446,210583,207033.68333333332
12696,88024,89548.59055555557
1418,314304,313586.4792982457
6544,340893,340482.74908993597
9151,194742,199916.83748459246
8218,174836,184056.8204074074
4059,275491,243138.78142914275
6478,315086,295343.2528285772
5120,408048,406872.1515537702
9160,198182,198796.8852092352
1978,442606,476857.9544119769
9961,86732,85537.96666666666
5644,479123,504178.7322222223
4907,157914,167958.508015873
9920,982356,980933.8666666667
12003,178960,179857.23777777777
3635,128464,129518.98268515697
7892,209937,205277.12974447908
6337,68054,67896.73994574597
3512,304250,308249.2848342446
8641,235097,230894.53584385477
8305,251438,270171.2544172987
841,450577,419671.89166666666
12076,64667,63553.73333333333
10295,111540,110760.85444444444
9557,448359,463471.5333333333
10145,360811,367841.3
5980,1303324,1292394.4333333333
5615,407998,395395.8040181215
11294,149366,146540.11666666667
2966,372205,383955.6169996705
1012,173114,184221.52196581196
5992,1399839,1272299.5666666667
8448,69732,70661.5932352313
9281,355647,376926.47030572314
8101,674209,646550.1452473205
1773,440152,437452.4576162768
3597,540775,548609.4175121756
13263,53331,53424.05
13088,195904,192656.10666666666
10170,482728,476191.23333333334
11500,57459,58135.85555555555
10234,577852,570747.8166666667
3901,738219,714771.6886455305
2723,71070,55612.83809523809
8227,192189,175240.16121332374
1627,238904,239939.34106944717
10267,82352,89528.76545454546
7198,520540,491088.4376947178
13123,184484,181917.03333333333
6794,215363,234824.52684266685
10880,47647,46970.84646464647
9413,207820,208844.13333333333
12317,288342,288322.02222222224
10903,52419,54549.68540404041
5465,139643,136755.68968409052
6878,370217,378468.2442588566
6793,224613,230370.8117069801
5560,323469,306645.938941799
2553,279643,296597.3514301405
3664,174444,170182.03902910053
9171,203055,204701.1924242424
6232,311914,326850.4450287377
7747,262875,261398.85377425735
11685,154728,150426.23333333334
11676,151454,152528.76666666666
11922,146230,145918.3891468254
1689,270820,272616.86161181546
12990,68913,67169.62722222222
6726,172141,194309.77820701918
3337,70138,69795.67566848513
11758,48811,49183.89425925926
13410,185844,178601.59126984127
10577,43510,44316.666666666664
1847,172582,148725.9550801155
9088,81739,94822.50081029595
1124,210388,209360.4211732229
8980,426684,401231.0630517614
11189,47926,48257.066666666666
7637,211093,200967.8201787102
349,64532,63827.35555555555
5344,290398,285938.13661469694
2671,485390,431232.4199135171
10752,118194,117052.38026455027
4584,106343,129526.0605201567
10573,43996,44663.63333333333
11398,148712,150144.24166666667
13025,102517,99895.9284208545
12754,182139,196909.54722222223
3383,138909,125798.98015873015
1434,367414,402791.30951209844
508,164731,164757.78611111114
4476,451186,534315.3770955045
876,541563,538740.7532900433
1011,169115,180095.4638888889
13120,177983,181331.93333333332
65,198191,211490.51515151517
7728,256194,259054.6484960076
7039,227851,217878.23904291645
8288,307443,280446.4655246848
2070,856070,854471.2409523808
2499,204196,184936.80018390637
6352,79064,77877.35251633987
9634,600835,583245.3555555556
9094,92190,99832.24442982457
6835,231970,242270.16347888258
5113,405309,407177.0459982146
13260,52333,53049.222222222226
9821,578829,616959.7666666667
6885,404974,439636.1009295264
6320,502723,476175.22664910904
3310,394952,418535.0592894051
7273,69055,71765.80532227032
5232,207010,220827.12596144027
6016,1266556,1253848.1
9958,85652,85104.56666666667
2790,136380,143367.7747861107
12898,293678,301852.26666666666
6519,290340,300274.4065984408
6412,178205,190736.70729797982
13028,106765,97707.3984208545
11109,153126,156412.16666666666
13291,65743,64861.916666666664
3095,134608,143637.33971058077
13437,178102,177019.94742841582
12765,197794,197617.43055555556
9853,736489,745727.7666666667
10097,343547,344109.5555555556
7063,246235,242549.38851383855
11992,167590,165359.2
5247,222725,220289.22305920362
12703,99999,95703.07777777778
6685,90084,94508.90735930736
9169,201594,217838.61921300922
113,297421,300191.1923083171
2402,363885,377708.51932137966
6649,60855,61799.49131895882
7620,166465,170144.99324407714
10045,235857,231748.16666666666
9726,347473,345382.62666666665
8215,172284,155758.43175213676
5028,252970,260430.32053601983
8424,486643,505090.5742416226
630,103287,107430.21166666666
11565,137121,140434.03888888887
13232,256883,253705.3
10687,135047,136595.9
5200,151510,153209.70107084894
3158,220127,234196.08852506772
10013,174308,179283.01785714284
7750,267003,262003.7216487049
9528,366972,380698.0444444445
7631,199012,213517.81046464987
11968,149816,148279.27127706446
5340,270717,284095.0232813636
333,56306,55423.23888888888
4086,279008,275337.72118268476
291,738842,804136.8557407408
9604,629146,616753.473888889
3868,762769,728024.9776600909
1864,209300,168406.32650474727
9731,365271,351174.4
7128,313482,298473.42021866183
9014,464488,448239.12747571926
2428,85674,80606.52294132965
11412,156514,156596.7111111111
4408,298265,295329.40740751784
11806,64648,70066.00793650794
815,366527,360003.680952381
11354,130579,130227.01641895142
12875,241314,241123.33333333334
6826,223761,236161.44290033556
11626,139450,139689.03112433862
3247,304856,320108.7048016665
8345,337481,326139.0876984127
7875,165706,159308.90212121213
7226,510901,503439.31454533443
8253,219026,217563.52472222224
7438,213290,210035.24917286253
7822,403196,417624.0536596589
695,232184,222773.63333333333
10640,77026,81183.5931216931
2840,212393,211277.65971056034
6379,112374,107771.58119047618
1421,323825,325847.4425305688
8768,88188,86241.86128427129
10779,118798,118097.56460784313
1380,258999,268548.6922755086
10113,307409,333682.6755555555
10423,253835,253462.25411366418
2355,320175,355846.22416556295
3449,238246,244645.4404029304
465,184659,177299.83333333334
2498,199214,185252.84132147254
9399,183066,192047.38305555558
3078,111237,133127.3043294758
5241,223434,220289.22305920362
10597,48970,47947.965476190475
10479,348673,351807.23333333334
11597,157962,157643.53333333333
4661,216488,239983.00474927123
10321,155024,145646.34842105262
5611,405537,400185.51452571584
7740,267446,261267.7329124945
11207,53615,57317.33238095238
3375,114772,101507.483622468
8899,288911,283944.1858547008
2518,231657,214619.48435371145
8574,217113,224315.77495992312
2335,249311,327412.1429337328
6782,242734,235124.51465117736
5010,255746,251302.3845397681
11180,46612,47388.35555555556
9846,704720,736877.1
8070,609362,519981.8324025975
8231,190916,195290.0425925926
1608,216492,216656.63347940665
929,67824,75244.71340196388
10458,274815,276344.81666666665
10382,243622,239692.95833333334
10223,574186,574827.0166666667
8026,425867,434320.19781541015
13208,235617,236373.1
9954,82457,82558.43333333333
4867,100998,99623.76603077525
8923,284029,282678.39030113973
9077,77312,78897.03116883118
8826,192486,183689.59800000003
6732,172035,179891.84863573808
13255,53600,53078.859722222216
7859,128897,135108.9669832945
2765,101265,106736.3361224408
8935,290594,281941.9925389855
2620,326083,315965.05139730644
8188,110012,113345.73712015121
9967,97502,101243.3
3227,239733,239494.66299665248
13414,168230,175018.58253968257
10582,45789,45998.22265512265
13221,249345,249584.73333333334
9575,554231,533977.3
8770,90192,91095.86962241464
10198,575680,567674.4333333333
9,108038,99342.9584130465
11911,141893,149619.64444444442
1346,261574,280510.9111177565
10598,48694,48220.34642857142
12083,66989,70600.88095238096
10429,259549,252839.8865811966
6417,192324,183847.62841637692
4053,255333,275249.63313065807
709,260059,253907.52222222224
2378,378273,411665.0134939978
5371,365749,365109.98765869305
9224,224120,223695.51151334774
10796,124696,122550.51666666666
10495,410966,410025.0333333333
6176,310981,303069.80358864577
7863,140246,131344.20444444445
11583,148304,148740.43333333332
10373,227024,232218.245
10435,257322,256859.72765863765
275,778002,887787.5266666667
5594,326811,335908.67583333334
13275,57577,61337.96666666667
3083,115946,134274.34707367604
10463,290390,291698.8
1019,183688,185544.8711111111
7704,232297,252301.29761540666
12167,173743,174691.9088888889
3309,398331,400275.76802526903
4396,271563,292498.5036808171
7333,168209,179382.8583384453
7092,302582,278209.45991176344
13318,83546,82907.03791666667
5671,646005,630525.7872860879
7895,217531,195838.34086973395
11716,184044,183417.66666666666
9165,200694,203583.9662978899
1342,254617,270403.3657894737
13068,176020,177109.39436507935
11824,78671,72940.62015873015
4390,258325,265042.62419855787
988,124611,191312.56315789474
3417,199538,203113.6472631073
1332,244752,243587.24955894492
2017,614424,592024.5469230769
2514,226069,205416.3230980926
11321,135139,140277.60649228012
5270,250972,254385.5565755658
11530,80083,95805.81666666667
4365,282077,293405.86141585984
6552,387491,358336.94488358684
161,420665,442986.1623931624
7846,114700,109794.09930555554
9348,89092,84716.2243121693
5655,558630,588991.3299887042
7492,360642,362400.1494445275
12687,85019,85909.26547619049
5506,226131,228361.84830484336
3035,66593,67991.77777481473
10819,128330,127359.6611111111
11482,51973,51488.3
6209,295162,305911.1573486536
10741,116238,117788.10232503609
2818,195174,194142.08227093416
7009,171618,193503.23702380952
11141,164769,151245.03333333333
60,173738,229577.6111111111
7589,110839,105201.86498744732
2131,72165,86883.55401360439
12170,178067,177993.72674603175
2234,203256,208580.7964755538
4143,398046,368715.7464637161
9518,373227,375565.2251587302
5082,405838,416644.94454476226
2904,246396,235860.76711076533
10239,72959,72926.62166666667
1301,210608,216385.177473545
2062,807401,813160.7416666667
13395,186711,194216.78333333333
11318,132027,131390.35632963444
4784,350730,369027.29970154795
644,124040,123206.21491387725
2005,563690,557383.1699786325
7494,355298,374103.2023001296
2712,71443,73802.30121832369
10496,414608,413359.56666666665
12326,289469,292097.5527777777
12084,68585,70981.41428571429
393,118331,123928.93333333333
8179,96759,90426.14055365113
3957,103783,110742.44635452254
11277,134859,132374.4
1454,455425,419278.12379781273
12901,297712,301852.26666666666
4604,132325,160175.83072591462
3127,188353,202352.739912143
5202,157799,151745.03042982332
5230,203931,196299.4765675798
6301,485525,490605.86983925325
12524,266837,276271.6533333334
8844,210840,218380.69491495893
12903,305125,307783.5
3511,294425,308249.2848342446
4062,273662,307124.74555897346
3929,81130,84540.0767238697
7236,55458,54481.85748677248
4507,462278,458781.842818888
11582,149752,148481.06666666668
3618,124903,120675.05969997591
5172,102182,108640.04707429648
1735,319079,350797.2503328985
7553,76479,82983.10489130435
5477,154915,152013.29231889284
9457,278445,279720.2208333333
6915,410421,435658.91391806933
10069,261627,261212.66666666666
6290,487327,585562.9666666667
6785,241557,238099.9730771033
3187,201148,224855.92435975137
919,65081,67740.56512105677
8569,211560,210201.80483516486
11348,128570,130186.55461147575
5958,1297755,1142734.036024671
12611,476717,477830.5316269842
13351,133896,136098.697979798
521,170475,172424.6
2115,69394,70109.70801830078
5657,581267,531676.886754698
9174,213044,228189.34351611353
11286,141824,143625.13333333333
3326,66327,68007.84029601989
1245,101400,105431.5670412308
5944,1043141,1102904.5644444444
4225,84173,83406.19534922583
8802,146877,137447.18589362176
7277,70576,74472.7707984608
2778,124835,128067.59104266655
9535,396054,389287.8158730159
3845,666670,640953.4787590188
409,150115,158998.5
5272,254536,253983.74772996694
13464,176816,177251.56476190474
9197,235584,227520.19260281386
2354,313112,357963.42416556296
659,145287,133313.30282963844
4892,138797,137056.3410087295
9668,168254,172141.46666666667
3918,749337,555548.4333333333
4176,530878,532463.5594859482
4528,69023,71442.05013003333
10251,72792,73016.05500000001
11010,126938,125736.26666666666
13362,156730,154373.25666666668
10716,123725,121985.13666666667
5249,226293,220446.70639253696
9566,516857,529458.5666666667
2193,146049,168833.55528006738
10300,122037,136364.9939795175
6063,111799,118128.82758620688
282,809697,795080.4446296298
5179,119391,113874.43349057609
9298,433857,429721.98103967303
4895,138408,148058.31512820514
4539,69236,72796.4683670131
1518,81419,80733.1150203302
7644,222683,222687.72185794995
12592,431644,434491.86666666664
1266,134098,153850.5337000329
10033,225915,200302.89396825398
8230,190033,197663.2402777778
10306,135431,132592.2810165545
11699,168771,165779.7
3392,150332,170845.48
10248,72972,72831.70222222223
9332,434610,434426.69861487945
1582,160098,160669.01761887723
1490,479104,485367.3170454545
11206,52979,54233.729325396824
9763,400865,397739.93333333335
7980,402455,407286.266946702
3616,556680,474382.76666666666
1307,219191,218828.8913450879
6386,129214,120056.93632756133
12795,231684,235982.73388888888
5802,423411,364547.1850925926
7033,225198,198288.5373230747
11297,150186,142411.88333333333
8095,637708,651298.1213099309
2843,213899,208847.08243403118
6317,474617,487621.056042957
11756,47952,48737.509259259255
4902,150342,153095.65107084895
7519,363475,369480.16003606026
8173,89632,90471.18112604172
2564,310173,301245.8995198092
13029,107209,98939.89008752117
7546,74676,74786.232992933
10590,45505,49744.12222222222
4544,70670,71790.250270622
7,112329,99342.9584130465
497,162703,163114.35777777777
8122,648206,625949.2829839912
11782,55160,56832.566666666666
7106,281848,297083.11712915875
8744,62066,63696.17705300097
7386,236617,231314.56608378023
5901,763330,763240.9723400674
3108,158655,158823.2578219618
5385,379542,400642.1294484188
10514,427693,425973.9166666667
868,549401,530364.7038510455
3472,301127,281161.0832537066
12242,189105,191555.43931194517
8632,230503,234686.32691389756
9580,556144,588485.1333333333
2134,73528,84654.33604074953
3248,313802,322141.9248183035
12720,120770,123369.99524644944
11781,55109,56980.36666666667
677,178813,179256.095
5438,90158,95820.34810176468
6829,233385,235285.32067811335
6522,298551,303079.98141959443
5940,1044834,1003300.5111111111
10589,43969,49432.35555555555
2948,308965,324683.0480652762
6280,470972,659554.4727194208
11513,64608,63945.7126984127
13490,203360,206202.06666666668
12964,55076,54239.38058080808
2515,228550,204489.72924888626
10549,41688,43128.433333333334
10018,188033,178895.85119047618
13519,242628,240077.16666666666
13227,251132,256505.03333333333
9911,1039759,1047705.0
7880,174889,123764.52095238096
6028,81111,81775.98
6854,280693,276959.01618499606
498,162304,163023.41952380954
3031,65526,67354.7967491737
7305,103036,139831.65317460318
4593,115688,150755.395
4599,124541,144652.22103817872
10410,225821,231888.6
3229,243318,247760.47780240834
6273,449426,447656.4257565541
12239,188535,189439.6780031243
6545,346215,341645.2949232693
10570,45566,44663.63333333333
5984,1206813,1292394.4333333333
6091,164611,160563.1322071507
10105,303759,293995.3333333333
3905,733360,722143.5706540251
6035,85727,82504.79666666666
4438,310967,318706.36992945464
12840,215778,217972.87163021488
4346,257427,253490.46845766358
2963,359625,373125.37871080457
4933,213142,216976.9611192269
3185,200544,211454.939300498
6626,518618,548739.5833333334
7781,368279,350091.67175177985
7603,131477,162430.9687176274
10201,577117,570237.5666666667
6776,225837,235124.51465117736
1164,330194,330419.4555555555
12347,72778,74968.6111111111
13411,181494,176135.3619047619
5483,171040,154875.9829884085
10729,124799,122355.98888888888
11843,108791,107496.36666666667
831,403842,419671.89166666666
13069,176376,178566.30576858812
2657,462653,376094.00376487395
11874,148518,146141.43333333332
1718,286087,282254.26519771654
8190,125224,108747.05419998847
2881,219316,218534.0585212772
3234,248787,249534.83474685278
10041,232201,232074.74000000002
7707,238188,253038.99942957793
10943,87160,86119.59222222221
9571,573212,553549.6333333333
11903,159743,160803.1476190476
4172,512198,532464.8740451536
4255,108718,94496.99030912756
6367,99378,106444.77197774129
4406,294287,295329.40740751784
12598,457466,469196.29777777777
6724,165803,189403.1254292414
907,63997,68053.89612995526
9982,115106,112399.76666666666
4299,175232,155530.81548032837
7300,97619,109295.65942203127
9237,225477,224973.59739159132
13408,189777,188922.46904761906
3168,238202,233492.22046951216
6,110128,98044.22507971316
12334,290079,288705.4871428571
10682,130774,130415.68825396824
4397,271793,292498.5036808171
3373,110407,104904.76278913466
11686,155680,150361.01666666666
9704,267330,261915.93333333332
8005,355781,386776.3698371645
7029,215674,216563.09055555557
6168,274154,257692.16666666666
3553,481366,443367.8797818426
2939,274721,261390.5548659004
10784,120610,123282.95555555557
472,152209,154792.16666666666
10391,271126,268184.3187878787
12265,195928,198044.0546127946
10320,153606,145646.34842105262
182,498241,448136.9272904873
1612,223849,216656.63347940665
6185,318958,314461.53369408374
11451,45772,45645.026984126984
6538,338402,326992.9598700075
5831,471114,298581.86665489856
627,100076,100179.01944444445
4120,330990,313215.785273564
7365,195140,202759.95932539683
7104,271560,295330.41185718845
10067,261045,259226.6
11509,63474,61456.69047619048
11827,80779,73532.74682539683
9622,588550,597282.2472222222
6984,125514,116711.59717671218
2560,305955,296597.3514301405
10340,199603,198901.57037037038
2224,204325,204667.89037184475
804,346353,341663.21326306544
11046,127311,126769.53277777779
8544,192155,211731.7814133282
5486,180996,194873.40010242697
6116,202909,266291.655976431
281,789278,805370.1485185187
5713,627120,639484.0921760352
11153,44458,45154.23277777778
8843,214314,210368.44251917672
12218,173800,188014.77170803054
1425,334341,341300.7203083466
605,90763,82676.21283769727
13192,217582,223390.63333333333
3519,323484,307692.8506154176
11383,136993,132838.39645502646
9056,62781,64816.538988095235
3328,67707,68201.95771665481
2674,485942,399408.3486875723
10152,384930,384290.6222222223
5861,590768,594295.5333333333
9369,112445,110014.72033068784
10100,343200,339114.73333333334
9642,134562,132880.56666666668
7156,359231,327866.1031935535
7424,201980,208892.4372522636
3157,217207,232193.0829695122
8902,251400,248543.25353922
4260,114375,108753.2792116654
648,125086,119371.96607789841
3722,321219,308070.0778270803
11178,46763,47178.066666666666
2950,313472,328770.0870335301
4134,349603,331100.01161883894
3510,300558,308249.2848342446
10426,260118,259657.96957061457
13274,56784,60243.066666666666
7601,131417,133292.94223713008
3455,255500,256181.20524420025
2223,202307,204667.89037184475
7196,512213,499253.0753563682
12940,322834,324855.18888888886
12986,66258,68112.35119047618
3836,616967,618675.8526984128
7071,267628,242243.18851383857
632,107235,109905.01222222223
2887,227008,236631.45853020842
6727,170721,192985.60378782728
11910,144774,148720.53333333333
11157,44539,44444.333333333336
1082,196623,203885.45210317458
13152,189653,189666.6987315323
12028,183861,184332.88148148145
7021,205933,160502.98356481476
3810,485394,506678.6652161654
9664,161637,168539.6
8974,407228,374074.71628030797
5342,286086,285606.60066231596
3381,127912,125680.71349206349
1687,264769,270258.1278458647
7261,62038,71948.08613936989
9924,965023,992070.5333333333
11541,101518,104349.89166666666
2536,249674,225798.80984222065
5541,292817,284064.22610737704
4739,220311,223030.34607186288
12992,68126,67273.02722222223
4144,399199,372005.10129175836
5227,203449,195156.5216616658
10374,228292,226891.12
1314,227753,233195.28488304093
931,69353,76051.26887815437
10058,253536,251301.925
4790,354892,387039.8622233946
9934,927864,941872.5
8137,64420,65257.5062884877
1646,257319,241145.03971791116
3149,201997,352678.76470588235
8589,257717,237206.1976773689
9583,584059,574429.1666666666
1283,160832,152145.38931484794
6639,57700,59840.21124653124
7922,274088,242156.7301581752
8094,639469,646561.127191765
10211,588513,580335.0777777777
11224,60419,58323.46666666667
2100,881212,859240.7705555555
10412,227006,243174.29015151516
6952,88983,85797.442738604
5416,401748,421169.0552685856
9819,607614,620753.9444444444
898,527115,467036.8806142166
6017,1237349,1218811.0
3676,221982,192614.17549782505
8604,206511,217577.4923538428
5508,226068,236352.99833333335
4659,211742,228854.1119111486
10335,193078,198901.57037037038
646,125320,120605.00195091429
9851,729044,735662.4333333333
11134,163828,163062.4
10686,132120,136479.2
7134,304218,306129.3850735543
3799,490933,481846.7774598355
10645,87372,88467.42129629628
12575,357876,376952.06666666665
7082,316045,299073.9686554103
9185,239500,238653.48286306285
2201,171614,166353.6622377393
2090,817464,840613.3472222221
4316,225645,231212.60088648548
10430,257742,254576.50173271177
3209,232675,233597.90709864988
9981,114673,112358.3
13387,177603,179405.98333333334
9992,128244,132369.33333333334
9739,361780,358337.2
1876,250927,242813.711976912
6968,106270,105805.94458994709
2006,576482,557383.1699786325
5985,1226681,1249496.6333333333
8951,294610,287544.02388678066
1539,100903,90580.40932646385
10560,43082,42909.92222222222
4765,283068,337791.2045900839
5338,274659,260593.94132071183
9242,225589,226918.13231751585
10094,345989,331068.21111111116
4975,260233,253478.07564900833
13126,186816,195650.9904761905
47,155801,139785.82352941175
9856,771734,753029.7666666667
2976,391874,403798.0841064446
3487,292499,289989.21478132653
7382,234415,232933.95682452095
152,463525,435639.06461538456
8463,80213,82979.75559440558
13231,258839,255836.76666666666
2254,226610,234156.02076420313
2048,756915,742296.5263885595
6935,81056,82117.53973304473
13214,240489,243149.03333333333
3006,387867,401259.99376901134
9840,638417,647951.7
786,331168,332575.06535541755
2648,412383,394818.6205749536
4910,166455,170668.67628533172
8199,142871,143962.97877198367
159,382571,425361.7631623931
6960,98365,94987.67262205387
12500,297648,294758.4666666667
4454,361408,391438.22521492455
10651,99508,104299.55555555555
8028,428183,392314.7130817983
4090,261856,265452.7275318912
7545,73850,76746.81927239428
4709,224776,220074.10323850397
12627,479931,478973.63989898993
6347,72935,71051.68499245851
12936,317534,320379.2027777778
8342,339161,317130.663478836
5492,198954,191611.92165004602
1014,176036,178359.74722222224
129,338837,323412.65512265515
3367,98492,105918.83627429685
11780,55163,56980.36666666667
8639,233933,233737.04190006907
8074,593410,519092.20097402594
2020,596278,577536.5924786325
4361,275403,288000.073376927
10125,349397,343334.57407407404
7038,230461,232279.33525793647
6620,502091,489114.41258730367
10711,118270,118426.66666666667
729,282066,278257.11666666664
5022,251566,255006.76605646787
5862,599841,463590.55492716527
1407,301760,302403.92802947684
5576,415463,389550.88269728114
5959,1345616,719945.2135430579
4037,244074,240013.25482116165
2938,270460,267940.31162515964
4990,233126,242690.59053928836
12157,166518,163930.97195767195
4885,127249,132384.95288210857
6075,118098,121494.46666666666
8691,369743,386196.236811504
10060,254701,251438.75833333333
10588,45467,49432.35555555555
3920,78901,84097.19912320493
2702,473089,451564.54107822845
6126,222683,240386.93333333332
11162,45131,45298.53833333333
12072,60358,64218.2
10622,54769,56212.760101010106
4517,454211,453462.4712633654
1359,297571,285372.5391526652
9480,337325,368567.3333333333
12532,292772,288772.9888888889
9098,99081,102496.92794236942
8773,94496,91095.86962241464
9182,230686,236209.38415547408
274,790159,816130.434920635
3469,313924,292798.9534918019
1888,290868,269785.1541666667
12803,231825,230385.92453102453
